4294|4396|102
4387|4388|1
4919|4917|-2
4927|4928|1
5500|5501|1
6019|6017|-2
6854|6855|1
6858|6855|-3
7704|7703|-1
7883|7884|1
7967|7928|-39
8006|7928|-78
8152|8152|0
8344|8152|-192
8750|8750|0
8921|8921|0
9875|9922|47
10465|10464|-1
10856|10857|1
11419|11420|1
11894|11895|1
11948|11949|1
12532|12532|0
12879|12880|1
12925|12880|-45
13500|13499|-1
13815|13866|51
13821|13866|45
13865|13866|1
14317|14316|-1
14485|14485|0
14782|14781|-1
14883|14883|0
14971|14999|28
15365|15363|-2
15446|15444|-2
15548|15546|-2
15875|15873|-2
15898|15873|-25
16204|16205|1
16882|16879|-3
16917|16917|0
17000|17000|0
17473|17527|54
17521|17527|6
17921|17942|21
17942|17942|0
18536|18535|-1
18559|18535|-24
18908|18908|0
18917|18908|-9
19467|19466|-1
19485|19466|-19
19879|19906|27
19906|19906|0
20597|20600|3
20600|20600|0
20902|20915|13
20994|20994|0
21515|21515|0
21944|21944|0
21967|21944|-23
22563|22564|1
22750|22733|-17
22994|23023|29
23546|23546|0
24001|24025|24
24025|24025|0
24404|24404|0
24992|24992|0
25417|25417|0
25468|25417|-51
25783|25801|18
26096|26097|1
26665|26603|-62
26823|26886|63
26964|26886|-78
27004|26994|-10
27517|27517|0
27525|27517|-8
27926|27933|7
28460|28468|8
28879|28879|0
29494|29508|14
29509|29508|-1
29817|29816|-1
30036|30034|-2
30306|30305|-1
31017|31015|-2
31125|31123|-2
31451|31448|-3
31946|31943|-3
32000|31943|-57
32534|32530|-4
32861|32858|-3
32961|32957|-4
33250|33247|-3
33910|33908|-2
34473|34470|-3
34888|34885|-3
34910|34885|-25
35400|35424|24
35809|35806|-3
36007|36004|-3
36270|36269|-1
36373|36371|-2
36617|36615|-2
36845|36844|-1
37007|37004|-3
37230|37227|-3
37368|37367|-1
37471|37469|-2
37491|37469|-22
37495|37469|-26
37607|37604|-3
37717|37714|-3
37786|37783|-3
37887|37884|-3
37890|37884|-6
37940|37951|11
37954|37951|-3
38061|38057|-4
38133|38130|-3
38232|38228|-4
38290|38286|-4
38408|38404|-4
38552|38547|-5
38560|38547|-13
38756|38752|-4
38932|38929|-3
39023|39019|-4
39562|39560|-2
39961|39958|-3
40462|40460|-2
40464|40460|-4
40823|40992|169
40994|40992|-2
41152|41151|-1
41704|41700|-4
41836|41834|-2
42300|42299|-1
42902|42902|0
43369|43369|0
43371|43369|-2
43908|43925|17
43925|43925|0
44444|44464|20
44500|44496|-4
44921|44920|-1
44921|44920|-1
45311|45309|-2
45807|45805|-2
46429|46428|-1
46792|46819|27
46820|46819|-1
47451|47436|-15
47877|47876|-1
49142|49141|-1
52751|52778|27
52780|52778|-2
52902|52898|-4
53792|53812|20
53812|53812|0
53867|53812|-55
53890|53866|-24
55348|55344|-4
55458|55457|-1
55846|55842|-4
55896|55842|-54
56696|56695|-1
56832|56826|-6
57758|57780|22
57781|57780|-1
58694|58691|-3
58803|58801|-2
59002|59000|-2
59160|59179|19
59677|59675|-2
59865|59827|-38
60988|60986|-2
61973|61946|-27
62369|62367|-2
62894|62892|-2
62929|62892|-37
63525|63523|-2
63750|63748|-2
63904|63902|-2
64406|64404|-2
64738|64735|-3
64802|64800|-2
64918|64916|-2
65146|65143|-3
65385|65382|-3
65500|65382|-118
65529|65525|-4
65740|65735|-5
65855|65849|-6
66001|65995|-6
66737|66733|-4
66846|66844|-2
67222|67221|-1
67800|67798|-2
67950|67948|-2
68004|67948|-56
68541|68540|-1
68567|68540|-27
68919|68917|-2
68931|68917|-14
69471|69539|68
69534|69539|5
69916|69914|-2
69956|69954|-2
70508|70483|-25
70543|70483|-60
70808|70858|50
70893|70858|-35
71477|71474|-3
71531|71528|-3
71898|71895|-3
71931|71895|-36
72458|72455|-3
72933|72930|-3
72975|72972|-3
73548|73545|-3
73791|73789|-2
73946|73943|-3
74479|74476|-3
74980|74976|-4
75000|74976|-24
75410|75407|-3
76106|76103|-3
76250|76247|-3
76568|76537|-31
76910|76885|-25
77008|77006|-2
77516|77514|-2
77860|77898|38
77863|77898|35
78000|77995|-5
78550|78547|-3
78948|78930|-18
79400|79397|-3
79802|79799|-3
79846|79799|-47
80429|80426|-3
80854|80851|-3
80943|80941|-2
81333|81330|-3
82062|82060|-2
82506|82503|-3
82931|82928|-3
82975|82928|-47
83464|83514|50
83516|83514|-2
83956|83937|-19
84377|84428|51
84431|84428|-3
84923|84919|-4
84950|84919|-31
85422|85419|-3
85833|85829|-4
